RecordedDate,PID,E1 _1,E1 _2,E1 _3,E2_1,E2_2,E2_3,E3_1,E3_2,E3_3,A1 _1,A1 _2,A1 _3,A2 _1,A2 _2,A2 _3,A3_1,A3_2,A3_3,C1_1,C1_2,C1_3,C2_1,C2_2,C2_3,C3_1,C3_2,C3_3,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N3_1,N3_2,N3_3,O1_1,O1_2,O1_3,O2_1,O2_2,O2_3,O3_1,O3_2,O3_3,DIAMONDS_1,DIAMONDS_2,DIAMONDS_3,DIAMONDS_4,DIAMONDS_5,DIAMONDS_6,DIAMONDS_7,DIAMONDS_8,Emotion_1,Emotion_2,Emotion_3,Emotion_4,Emotion_5,Emotion_6,Emotion_7,Emotion_8,Di_Sit_1,Di_Sit_2,Di_Sit_3,Di_Sit_4,Di_Sit_5,Di_Sit_6,Di_Sit_7,Di_Sit_8,Di_Sit_9,Di_Sit_10,n
2023-11-19 14:37:23,100,1,1,NA,1,1,NA,1,NA,1,NA,4,2,4,NA,1,4,NA,1,1,1,NA,NA,1,5,NA,1,1,1,NA,4,1,4,NA,5,5,NA,NA,5,1,NA,1,1,NA,1,1,4,4,1,1,1,5,1,1,4,4,4,1,2,4,1,1,2,2,2,2,2,1,1,1,2,2,64
2023-11-19 19:18:28,100,1,NA,4,1,1,NA,NA,1,2,NA,2,1,4,4,NA,3,NA,1,NA,1,5,NA,1,4,1,1,NA,NA,1,2,4,3,NA,NA,4,1,1,5,NA,1,NA,1,NA,1,1,4,1,1,1,1,5,1,1,4,4,4,1,2,4,1,2,2,2,2,2,2,1,1,2,2,2,64
2023-11-20 14:10:15,100,NA,1,5,1,1,NA,1,1,NA,2,NA,4,2,NA,4,3,NA,1,1,NA,5,NA,1,5,1,4,NA,NA,1,1,NA,1,5,NA,4,2,NA,5,1,NA,1,1,5,1,NA,4,4,1,1,1,4,1,1,1,4,4,1,1,4,1,4,2,1,1,2,2,1,1,1,2,2,64
2023-11-20 17:15:05,100,1,1,NA,1,1,NA,1,1,NA,1,2,NA,NA,1,1,3,1,NA,1,4,NA,1,1,NA,1,4,NA,NA,4,4,1,4,NA,4,NA,1,1,NA,1,1,1,NA,5,NA,1,4,4,1,1,1,4,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,64
2023-11-20 18:24:47,100,NA,1,5,1,NA,3,1,1,NA,1,NA,1,3,NA,1,1,NA,1,1,5,NA,1,NA,4,1,2,NA,4,2,NA,4,NA,4,4,4,NA,1,NA,1,1,NA,1,NA,1,1,4,4,1,1,1,4,1,1,1,2,2,1,4,1,1,2,2,2,2,2,2,2,1,1,2,2,64
2023-11-21 09:37:06,100,1,NA,1,1,NA,1,NA,4,1,2,1,NA,4,1,NA,3,3,NA,1,NA,5,1,NA,4,1,NA,1,1,NA,4,1,NA,1,4,4,NA,NA,5,1,1,1,NA,4,1,NA,4,4,1,1,4,1,1,2,1,1,1,1,4,1,4,1,2,2,2,2,2,2,1,1,2,2,64
2023-11-21 10:29:46,100,1,NA,4,1,1,NA,1,4,NA,4,2,NA,4,NA,1,3,1,NA,2,4,NA,NA,1,4,4,NA,1,4,5,NA,NA,4,1,NA,5,1,NA,5,1,NA,1,1,5,NA,1,4,4,1,1,4,1,1,3,1,1,1,1,4,4,4,1,2,2,1,2,2,1,1,1,2,2,64
2023-11-22 08:44:48,100,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,1,1,NA,NA,1,1,NA,1,4,1,NA,1,1,1,NA,1,NA,1,NA,3,1,1,5,NA,1,NA,1,5,NA,1,4,4,1,1,4,1,1,4,1,1,1,1,4,1,4,1,2,2,2,2,2,1,1,1,2,2,64
2023-11-22 10:12:59,100,4,4,NA,2,NA,1,1,2,NA,NA,1,1,4,4,NA,1,NA,1,NA,1,1,1,NA,5,1,1,NA,1,5,NA,NA,4,1,4,4,NA,NA,5,1,1,1,NA,NA,1,1,4,1,1,1,4,1,1,2,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-22 16:04:57,100,NA,1,4,NA,1,1,NA,3,2,4,NA,1,NA,4,1,4,1,NA,4,NA,2,NA,1,5,NA,1,1,NA,5,5,NA,4,1,4,4,NA,1,4,NA,1,NA,1,4,NA,1,4,4,1,1,4,2,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-22 19:21:24,100,NA,2,1,1,1,NA,NA,2,2,3,2,NA,4,4,NA,3,NA,1,NA,2,1,NA,1,5,NA,1,1,1,4,NA,1,NA,1,4,NA,1,NA,4,1,NA,1,1,NA,1,1,4,4,1,1,4,1,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,1,2,2,64
2023-11-23 16:04:12,100,5,NA,1,4,1,NA,NA,4,1,NA,1,1,5,NA,1,NA,1,1,4,NA,2,1,1,NA,NA,1,1,NA,2,4,1,5,NA,NA,5,1,NA,5,2,NA,1,1,NA,1,1,4,1,1,1,4,1,1,5,1,1,1,1,5,1,4,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-23 18:46:30,100,4,4,NA,NA,1,4,2,NA,1,4,1,NA,5,NA,1,3,1,NA,NA,1,1,2,NA,5,4,NA,1,1,5,NA,1,NA,1,5,5,NA,NA,5,1,1,1,NA,4,1,NA,4,1,1,1,5,1,1,4,1,1,1,1,5,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-24 10:26:51,100,2,NA,1,4,NA,2,NA,1,1,4,NA,1,4,NA,1,3,NA,1,4,NA,1,1,NA,5,NA,1,1,NA,1,5,1,NA,1,5,5,NA,4,1,NA,NA,1,1,5,NA,1,4,4,1,1,5,1,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-24 12:14:50,100,1,1,NA,NA,1,4,1,1,NA,4,1,NA,5,1,NA,3,1,NA,NA,1,2,1,1,NA,1,1,NA,NA,1,5,NA,4,1,5,5,NA,1,NA,1,NA,1,1,5,1,NA,4,1,1,1,5,1,1,4,1,1,1,1,5,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-25 12:35:20,100,1,2,NA,4,1,NA,1,NA,2,4,NA,1,NA,4,1,3,1,NA,NA,1,1,4,NA,1,4,1,NA,4,NA,2,NA,4,4,5,NA,1,4,NA,1,NA,1,1,4,NA,1,4,4,1,1,4,1,1,4,1,1,2,1,4,4,1,1,1,2,1,2,2,1,1,2,2,2,64
2023-11-26 08:05:22,100,1,NA,1,4,NA,1,1,1,NA,4,1,NA,4,NA,1,NA,4,1,5,NA,1,1,NA,1,4,NA,1,NA,2,1,1,4,NA,3,NA,1,1,5,NA,1,1,NA,5,1,NA,4,4,1,1,2,4,1,5,4,4,1,1,3,5,1,1,2,1,1,2,2,1,1,2,2,2,64
2023-11-26 10:11:00,100,4,NA,1,1,NA,4,1,4,NA,NA,1,1,5,NA,1,3,NA,1,NA,1,1,NA,1,2,NA,1,1,1,5,NA,NA,4,1,5,NA,1,1,1,NA,NA,1,1,NA,1,1,4,4,1,1,1,4,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-26 14:18:35,100,4,4,NA,4,1,NA,NA,4,1,4,NA,1,5,5,NA,3,NA,1,4,1,NA,NA,4,1,5,NA,1,1,4,NA,1,NA,1,NA,5,1,1,4,NA,1,NA,1,5,NA,1,4,4,1,1,4,1,1,4,1,1,1,1,4,1,1,1,2,2,1,2,2,1,1,2,2,2,64
2023-11-26 17:21:01,100,NA,4,1,1,1,NA,4,1,NA,NA,1,1,NA,5,1,NA,1,1,5,NA,1,NA,5,1,NA,1,1,NA,1,4,NA,1,1,NA,5,1,5,NA,4,1,1,NA,4,1,NA,5,5,1,1,4,1,1,4,1,1,1,1,5,1,1,1,1,2,1,2,2,1,1,2,2,2,64
2023-11-27 10:24:13,100,1,1,NA,1,NA,5,NA,1,1,4,4,NA,5,NA,1,3,5,NA,5,NA,1,4,NA,1,NA,1,1,4,2,NA,NA,4,1,4,NA,1,5,NA,1,NA,1,1,4,1,NA,5,5,1,1,1,4,1,2,1,1,1,1,4,5,1,1,2,2,1,2,2,1,2,2,1,2,64
2023-11-27 14:03:50,100,4,4,NA,4,1,NA,2,NA,1,4,1,NA,5,4,NA,NA,4,4,5,1,NA,NA,1,1,NA,1,1,NA,5,4,1,5,NA,5,5,NA,4,NA,4,1,1,NA,4,NA,1,4,4,1,1,4,1,1,4,1,1,1,4,4,4,1,1,2,2,1,2,2,1,2,2,2,2,64
2023-11-27 16:41:26,100,1,NA,1,NA,1,1,1,NA,2,NA,1,1,3,3,NA,NA,1,1,5,NA,1,5,5,NA,4,NA,1,NA,1,4,NA,4,1,5,5,NA,NA,4,4,NA,1,1,NA,1,1,5,4,1,1,5,1,1,1,1,1,1,1,5,1,4,1,1,2,2,2,2,1,2,2,2,2,64
2023-11-28 10:31:23,100,4,4,NA,4,1,NA,4,1,NA,5,NA,1,5,NA,1,NA,1,1,5,1,NA,NA,5,1,5,1,NA,NA,5,2,1,5,NA,NA,5,1,NA,4,5,1,NA,1,4,NA,1,4,5,1,1,3,4,1,4,1,1,1,1,4,4,1,1,2,2,1,2,2,1,2,2,1,2,64
2023-11-28 16:07:01,100,1,1,NA,1,1,NA,NA,1,1,3,1,NA,4,NA,1,3,1,NA,NA,1,1,5,NA,1,NA,1,1,NA,1,2,1,NA,1,NA,5,1,4,NA,4,NA,1,1,NA,1,1,2,1,1,1,4,1,1,2,1,1,1,1,5,1,2,1,1,2,2,2,2,1,2,2,2,2,64
2023-11-28 18:06:03,100,NA,5,1,1,1,NA,2,NA,1,NA,1,1,4,4,NA,3,NA,1,NA,1,1,4,NA,2,NA,1,1,NA,5,5,1,NA,1,NA,5,1,4,5,NA,NA,1,1,5,1,NA,2,1,1,1,4,1,1,4,1,1,1,1,5,1,1,1,2,2,1,2,2,1,2,2,2,2,64
2023-11-29 14:03:56,100,NA,1,1,NA,1,2,NA,1,1,NA,1,1,NA,4,1,NA,2,1,NA,1,1,5,NA,1,4,1,NA,1,NA,2,1,4,NA,5,NA,1,NA,4,4,1,NA,1,NA,1,1,4,4,1,1,3,1,1,4,1,1,1,1,4,1,3,1,2,2,1,2,2,1,2,2,1,2,64
2023-11-29 16:43:04,100,NA,5,1,4,NA,1,4,5,NA,NA,1,1,5,NA,1,NA,1,1,4,1,NA,4,1,NA,NA,1,1,NA,5,5,1,4,NA,5,NA,1,2,NA,4,1,NA,1,4,4,NA,3,2,1,1,4,1,1,5,1,1,1,4,5,1,4,1,2,2,1,2,2,1,2,2,2,2,64
2023-11-29 18:54:10,100,2,4,NA,4,NA,1,2,NA,1,NA,1,1,4,4,NA,1,1,NA,NA,1,1,3,2,NA,4,NA,1,1,NA,5,1,NA,1,5,5,NA,2,NA,4,1,NA,1,NA,4,1,4,4,1,1,5,1,1,2,1,1,1,1,5,1,1,1,2,2,1,2,2,1,2,2,2,2,64
2023-11-30 10:34:19,100,4,5,NA,4,NA,1,2,NA,1,NA,1,1,5,5,NA,3,1,NA,5,NA,1,NA,5,1,NA,1,1,NA,4,2,1,4,NA,NA,5,1,5,NA,4,NA,1,1,NA,1,2,5,5,1,1,2,4,1,4,1,1,4,1,4,5,1,1,2,2,1,2,2,1,2,2,1,2,64
2023-11-30 16:33:07,100,NA,4,1,NA,1,1,NA,2,1,NA,1,1,5,NA,1,NA,1,1,5,1,NA,5,NA,1,NA,1,1,NA,1,1,1,NA,1,4,4,NA,4,NA,1,1,NA,1,2,4,NA,4,4,1,1,1,4,1,2,1,1,2,1,3,4,1,1,2,2,1,2,2,1,2,2,1,2,64
2023-11-30 18:22:21,100,4,4,NA,1,1,NA,NA,4,1,4,1,NA,NA,5,1,2,4,NA,5,NA,1,4,2,NA,4,NA,1,NA,1,4,NA,4,1,4,NA,1,5,4,NA,NA,1,1,NA,1,2,4,2,1,1,4,1,1,4,1,1,1,1,4,1,1,1,1,2,1,2,2,1,2,2,2,2,64
2023-12-01 10:38:20,100,NA,1,2,NA,1,1,1,1,NA,4,2,NA,5,NA,1,1,NA,1,5,1,NA,NA,5,1,NA,1,1,5,1,NA,NA,4,1,4,NA,1,5,4,NA,NA,1,1,NA,1,1,5,5,1,1,2,5,1,2,1,1,2,1,2,5,1,1,1,2,2,2,2,1,2,2,2,2,64
2023-12-01 12:55:56,100,1,NA,4,NA,1,1,1,1,NA,3,NA,1,5,5,NA,NA,1,1,5,NA,1,5,NA,1,5,1,NA,NA,1,1,NA,4,1,4,NA,2,5,NA,4,1,1,NA,NA,1,1,4,5,1,1,1,5,1,1,1,1,4,1,4,5,1,1,1,2,2,2,2,1,2,2,2,2,64
2023-12-01 14:02:03,100,NA,1,2,4,1,NA,NA,1,1,NA,2,1,5,NA,1,3,NA,1,5,1,NA,NA,5,1,5,1,NA,1,4,NA,1,4,NA,5,5,NA,NA,2,4,NA,1,1,NA,1,1,2,2,1,1,4,1,1,2,1,1,1,1,4,1,1,1,2,2,2,2,2,1,2,2,1,2,64
2023-11-11 08:04:48,101,2,4,NA,3,NA,3,2,4,NA,4,NA,1,4,4,NA,4,NA,1,4,2,NA,NA,3,4,NA,2,4,1,4,NA,1,4,NA,NA,4,1,2,2,NA,NA,2,2,NA,3,2,4,2,1,3,4,2,2,4,1,2,2,3,4,3,4,2,2,2,2,2,2,1,2,1,2,2,102
2023-11-11 10:33:43,101,2,2,NA,NA,2,3,3,4,NA,NA,2,2,NA,3,2,NA,1,2,3,2,NA,2,3,NA,2,2,NA,NA,2,5,2,4,NA,4,4,NA,4,3,NA,2,NA,2,3,2,NA,4,3,1,2,4,2,2,2,1,1,2,3,4,3,4,2,2,2,2,2,2,1,2,1,2,1,102
2023-11-11 12:07:58,101,3,NA,3,3,NA,2,NA,4,2,4,4,NA,NA,3,1,2,NA,2,NA,2,2,NA,2,4,2,NA,2,NA,2,4,1,4,NA,4,4,NA,NA,2,3,3,1,NA,NA,4,4,5,4,2,3,3,2,2,4,2,2,2,3,3,2,4,2,2,2,2,2,2,1,2,1,2,1,102
2023-11-11 14:03:19,101,4,4,NA,3,3,NA,NA,4,3,NA,2,2,4,NA,1,NA,2,1,4,NA,2,4,3,NA,4,NA,2,2,NA,4,2,4,NA,4,4,NA,NA,2,2,NA,2,2,3,NA,4,4,4,1,4,4,1,2,4,1,1,2,3,4,2,4,2,2,2,1,2,2,2,2,2,2,1,102
2023-11-11 16:03:38,101,3,3,NA,3,3,NA,NA,4,4,4,4,NA,4,NA,2,NA,1,2,NA,2,2,NA,4,3,4,2,NA,NA,4,4,1,5,NA,4,NA,2,NA,4,2,2,NA,2,NA,3,4,4,4,1,4,3,2,2,4,1,1,3,3,4,2,4,3,1,2,1,2,1,2,2,2,2,1,102
2023-11-12 08:35:04,101,NA,1,2,NA,2,3,NA,2,4,NA,3,2,3,NA,2,NA,2,2,3,4,NA,2,1,NA,3,NA,2,NA,4,5,NA,4,2,3,4,NA,NA,2,2,2,2,NA,2,NA,3,4,4,1,3,4,2,1,3,1,1,2,3,4,1,3,1,2,2,2,2,2,1,2,1,2,1,102
2023-11-12 11:01:58,101,2,2,NA,3,NA,2,3,NA,4,4,NA,2,4,NA,2,3,NA,2,3,NA,4,2,2,NA,4,NA,3,2,NA,4,NA,4,2,4,NA,2,2,2,NA,NA,2,2,NA,3,3,4,4,2,3,4,2,2,4,1,1,1,3,4,2,4,3,2,2,2,2,2,1,2,1,2,1,102
2023-11-12 12:14:06,101,3,NA,2,3,NA,3,NA,4,2,4,NA,2,4,3,NA,3,2,NA,NA,3,3,2,2,NA,4,NA,2,2,4,NA,NA,4,2,4,NA,2,3,4,NA,3,NA,2,4,NA,3,4,4,1,3,4,2,2,4,1,1,2,3,4,1,4,2,2,2,2,2,2,1,2,1,2,1,102
2023-11-12 14:04:20,101,4,3,NA,3,3,NA,3,NA,4,4,NA,2,4,NA,2,4,NA,1,NA,2,2,NA,3,2,4,NA,2,2,NA,4,2,NA,2,4,NA,2,NA,4,2,2,3,NA,2,3,NA,4,5,2,3,4,2,1,4,1,1,2,3,3,2,3,2,2,2,2,2,2,1,2,2,2,1,102
2023-11-12 16:03:19,101,3,NA,4,3,NA,4,3,3,NA,NA,3,2,NA,4,2,4,NA,2,NA,3,2,NA,4,2,4,2,NA,NA,4,2,2,4,NA,4,4,NA,3,4,NA,NA,2,2,NA,3,4,5,5,1,3,2,2,1,4,1,2,2,3,3,4,3,2,1,2,1,2,2,1,2,2,2,1,102
2023-11-12 18:02:58,101,3,NA,3,3,NA,4,4,NA,3,4,NA,2,NA,3,1,4,1,NA,4,NA,2,4,4,NA,NA,3,2,NA,4,3,1,NA,2,4,4,NA,NA,4,2,2,NA,2,4,NA,3,4,5,1,4,4,2,1,4,1,1,2,3,4,2,4,2,1,2,1,2,2,1,2,2,2,1,102
2023-11-13 10:28:37,101,2,2,NA,3,NA,3,3,2,NA,4,3,NA,3,NA,2,NA,3,1,4,NA,2,NA,2,4,NA,2,2,2,4,NA,1,4,NA,4,4,NA,3,NA,2,2,NA,2,4,NA,2,3,4,1,3,4,1,1,3,1,1,2,3,4,2,3,2,2,2,2,2,2,1,2,1,2,1,102
2023-11-13 12:11:31,101,3,NA,3,3,3,NA,3,4,NA,4,3,NA,4,3,NA,3,2,NA,NA,2,3,3,NA,4,NA,3,2,2,4,NA,NA,4,2,4,4,NA,3,NA,2,2,NA,2,4,NA,2,4,4,1,3,4,2,1,4,1,1,2,3,4,2,4,2,2,2,2,2,2,1,2,1,2,1,102
2023-11-13 14:04:08,101,NA,3,2,3,NA,2,4,NA,2,NA,2,2,NA,4,2,NA,2,2,4,NA,2,4,4,NA,NA,2,2,NA,4,4,2,NA,2,4,4,NA,NA,2,1,2,2,NA,NA,3,3,4,4,1,3,3,2,1,4,1,2,4,3,3,4,3,2,1,2,1,2,2,1,2,2,1,1,102
2023-11-13 16:04:22,101,3,NA,2,3,3,NA,NA,3,4,NA,2,2,NA,3,2,4,2,NA,4,NA,3,4,NA,2,4,NA,3,4,NA,3,2,NA,2,4,4,NA,4,4,NA,2,2,NA,3,NA,4,5,5,1,3,2,2,1,4,1,2,4,3,3,4,3,3,1,2,1,2,2,1,2,2,2,1,102
2023-11-14 10:42:47,101,4,NA,2,3,3,NA,4,4,NA,4,4,NA,NA,3,2,4,NA,2,NA,2,2,4,NA,2,4,2,NA,2,4,NA,2,4,NA,4,4,NA,4,4,NA,2,2,NA,NA,3,4,5,5,1,3,4,2,2,4,2,2,2,3,4,3,4,2,1,2,1,2,2,1,2,2,1,2,102
2023-11-14 12:02:54,101,NA,3,2,3,3,NA,4,NA,3,4,NA,2,NA,3,2,4,NA,1,4,NA,2,NA,4,2,4,NA,3,2,NA,4,NA,4,2,4,NA,2,4,4,NA,2,NA,2,4,2,NA,4,4,1,3,4,2,1,4,1,2,2,3,4,3,4,2,2,2,1,2,2,2,2,2,2,1,102
2023-11-14 14:02:33,101,NA,4,2,NA,4,3,4,NA,3,NA,2,2,NA,4,2,3,NA,2,4,NA,3,NA,4,2,4,3,NA,NA,4,4,NA,4,2,4,NA,2,2,4,NA,3,3,NA,4,NA,4,4,4,1,3,4,2,2,4,1,1,2,2,3,3,4,2,2,2,1,2,2,1,2,2,2,1,102
2023-11-14 16:02:59,101,4,NA,2,NA,3,3,NA,4,3,NA,2,3,NA,3,2,4,NA,2,NA,2,2,4,4,NA,NA,3,2,2,4,NA,2,NA,2,4,NA,2,2,4,NA,2,NA,3,3,2,NA,4,4,1,3,4,2,1,4,1,1,2,3,4,4,4,2,2,2,1,2,2,1,2,2,2,1,102
2023-11-14 18:02:31,101,4,NA,2,3,3,NA,4,NA,3,4,NA,2,4,NA,2,3,2,NA,NA,1,2,4,NA,3,4,3,NA,2,4,NA,1,3,NA,4,4,NA,4,4,NA,2,2,NA,3,4,NA,5,5,1,3,4,2,1,4,1,2,3,3,4,4,4,2,2,2,1,2,2,1,2,2,2,1,102
2023-11-15 08:37:13,101,NA,2,2,3,2,NA,2,3,NA,3,NA,3,NA,4,3,2,3,NA,3,NA,2,3,NA,4,4,NA,4,4,2,NA,2,NA,4,NA,3,2,2,4,NA,NA,2,2,4,3,NA,4,4,1,2,3,4,1,4,4,4,3,4,2,4,2,2,1,2,2,1,2,1,2,1,2,1,102
2023-11-15 12:32:30,101,NA,3,2,2,3,NA,3,NA,4,NA,2,2,4,3,NA,4,NA,1,4,3,NA,NA,3,4,3,NA,2,3,3,NA,2,NA,4,NA,4,2,2,4,NA,3,NA,3,NA,4,3,4,4,1,3,4,3,3,4,1,2,2,3,3,5,4,2,1,2,2,2,2,1,2,2,2,1,102
2023-11-15 14:03:21,101,3,4,NA,3,3,NA,NA,4,3,NA,2,2,4,NA,3,4,2,NA,4,NA,3,4,NA,4,4,NA,3,4,2,NA,NA,3,2,4,NA,2,2,NA,3,NA,2,2,NA,3,4,5,5,1,3,4,2,3,4,1,3,3,4,3,4,3,2,1,2,1,1,2,1,2,2,2,1,102
2023-11-15 16:36:28,101,3,4,NA,NA,3,4,NA,4,3,NA,2,3,4,3,NA,4,NA,1,NA,3,2,NA,4,2,NA,2,3,4,NA,3,1,4,NA,NA,4,2,NA,4,2,3,2,NA,3,3,NA,4,4,1,3,4,2,2,4,1,2,4,3,4,4,2,2,1,2,1,2,2,1,2,2,2,1,102
2023-11-15 18:05:34,101,4,4,NA,3,NA,4,4,NA,3,4,2,NA,4,NA,2,4,2,NA,NA,3,2,NA,4,4,NA,3,2,2,3,NA,1,4,NA,3,3,NA,4,4,NA,2,2,NA,4,NA,4,5,4,1,3,4,2,1,4,1,3,4,4,4,4,4,1,1,2,1,2,2,2,2,2,2,2,102
2023-11-16 08:18:11,101,NA,2,2,3,NA,4,3,NA,4,3,NA,2,3,3,NA,4,2,NA,4,NA,3,3,NA,5,3,NA,3,4,3,NA,2,4,NA,4,NA,2,3,4,NA,2,NA,2,2,NA,4,4,4,2,3,2,4,2,4,2,2,3,3,3,4,3,2,2,2,2,2,2,1,2,1,2,2,102
2023-11-16 10:02:49,101,NA,2,3,3,3,NA,NA,2,3,NA,3,2,NA,3,2,3,1,NA,4,3,NA,NA,4,4,NA,3,3,2,4,NA,NA,4,2,4,NA,2,NA,4,3,NA,2,2,NA,2,3,4,5,1,3,2,2,1,4,1,2,2,3,2,4,2,3,1,2,1,2,2,1,2,2,1,1,102
2023-11-16 12:03:02,101,NA,4,3,NA,3,4,3,NA,4,3,NA,4,NA,3,3,4,2,NA,4,NA,2,NA,3,4,4,NA,3,NA,3,3,4,NA,4,3,NA,2,4,NA,2,NA,2,2,3,3,NA,4,4,2,3,2,4,4,4,4,3,4,3,2,4,2,2,2,1,1,2,2,1,2,2,2,1,102
2023-11-16 14:02:33,101,3,NA,3,NA,3,4,2,2,NA,3,4,NA,4,4,NA,4,NA,4,4,NA,2,2,3,NA,2,4,NA,4,NA,2,4,2,NA,3,NA,4,NA,4,2,NA,2,2,4,NA,2,5,5,2,3,2,4,4,4,4,4,4,3,2,4,2,2,2,1,1,2,2,1,2,2,2,1,102
2023-11-16 18:19:58,101,NA,3,3,3,NA,4,NA,2,4,3,3,NA,NA,3,3,4,2,NA,4,1,NA,2,NA,4,NA,4,4,4,NA,4,NA,4,3,3,4,NA,NA,4,2,2,NA,2,4,2,NA,5,4,2,3,2,4,2,4,2,2,4,3,4,4,3,2,2,1,2,2,2,1,2,1,2,1,102
2023-11-17 12:03:39,101,2,NA,4,NA,3,3,3,2,NA,4,NA,3,NA,3,2,4,2,NA,4,NA,3,3,NA,4,4,NA,3,3,4,NA,3,4,NA,4,NA,2,NA,4,2,2,1,NA,NA,3,3,4,4,2,3,2,2,2,4,1,2,4,3,3,4,3,2,2,2,1,2,2,1,2,1,2,1,102
2023-11-17 14:03:09,101,3,NA,2,3,3,NA,2,NA,4,4,NA,3,NA,3,2,4,NA,2,4,2,NA,3,NA,4,4,3,NA,NA,4,4,NA,4,2,4,4,NA,2,4,NA,2,NA,2,4,2,NA,4,5,1,3,3,3,2,4,1,1,2,3,4,3,4,2,1,2,1,2,2,2,2,2,2,2,102
2023-11-17 16:02:33,101,2,2,NA,3,NA,4,NA,2,4,4,NA,3,NA,3,2,4,NA,1,4,NA,2,2,3,NA,NA,3,3,NA,4,4,2,4,NA,4,NA,2,2,NA,3,2,2,NA,2,3,NA,5,4,2,3,2,2,1,4,1,2,3,3,3,4,3,4,2,2,2,2,2,2,2,2,2,1,102
2023-11-17 18:02:17,101,NA,2,4,NA,3,4,NA,2,4,NA,2,3,4,3,NA,3,NA,2,NA,4,4,NA,2,3,NA,4,3,4,NA,4,NA,4,4,NA,4,2,2,NA,2,2,NA,2,4,NA,3,5,5,1,3,4,4,1,4,2,2,2,3,3,4,3,2,2,2,1,2,2,1,2,2,2,1,102
2023-11-18 11:02:30,101,3,2,NA,NA,3,3,2,NA,4,4,NA,3,4,3,NA,4,NA,2,NA,4,3,NA,2,4,NA,3,3,4,2,NA,2,4,NA,4,4,NA,2,4,NA,2,NA,2,4,3,NA,5,5,1,3,3,2,2,4,2,2,4,4,3,4,3,2,2,2,2,2,1,2,2,1,2,1,102
2023-11-18 12:03:38,101,NA,2,3,NA,3,4,NA,2,4,3,NA,3,NA,3,2,NA,2,2,NA,4,4,1,2,NA,NA,3,3,4,NA,4,NA,2,4,3,NA,3,2,4,NA,NA,2,2,4,3,NA,5,5,1,3,3,4,2,4,2,2,4,3,3,4,2,3,2,2,2,2,2,1,2,2,2,1,102
2023-11-18 14:02:08,101,2,2,NA,3,3,NA,2,NA,4,NA,3,3,4,NA,2,NA,2,2,4,NA,2,3,2,NA,NA,4,3,2,NA,4,2,NA,2,NA,4,2,2,NA,2,2,2,NA,4,NA,2,5,5,2,3,4,2,4,4,1,2,2,3,2,4,2,3,2,2,2,2,2,1,2,2,2,1,102
2023-11-18 16:21:41,101,NA,2,4,3,NA,4,2,NA,4,3,NA,2,4,NA,2,NA,2,2,4,3,NA,1,1,NA,4,NA,3,NA,4,4,NA,4,2,3,NA,2,NA,4,2,NA,2,2,4,2,NA,5,5,2,4,2,2,2,4,2,2,3,2,3,4,3,2,2,2,2,2,2,1,2,2,2,1,102
2023-11-18 18:02:36,101,NA,2,4,3,3,NA,1,NA,4,NA,2,2,4,NA,2,4,2,NA,NA,2,3,2,NA,4,4,3,NA,NA,2,4,2,NA,2,NA,4,2,2,NA,2,2,NA,2,NA,2,2,5,5,2,4,4,2,2,4,1,1,2,3,3,3,3,2,2,2,1,2,2,1,2,2,2,1,102
2023-11-19 12:10:25,101,2,NA,4,3,3,NA,NA,2,4,4,NA,3,4,NA,2,4,2,NA,NA,3,3,2,2,NA,4,NA,3,3,2,NA,3,3,NA,NA,4,3,4,NA,2,2,NA,2,4,2,NA,5,5,3,3,3,3,2,4,2,2,4,4,3,4,2,4,2,2,2,2,2,1,2,1,2,1,102
2023-11-19 14:02:35,101,2,NA,4,NA,3,4,2,NA,4,NA,3,3,4,4,NA,4,2,NA,4,NA,2,NA,2,4,NA,4,3,3,NA,4,4,NA,4,2,NA,3,NA,4,2,2,2,NA,2,NA,2,4,4,2,3,3,2,2,4,2,4,4,3,2,4,2,4,2,2,2,2,2,1,2,2,2,1,102
2023-11-19 16:04:15,101,2,2,NA,3,NA,4,2,NA,4,NA,2,3,NA,3,2,4,NA,4,NA,4,2,1,NA,4,NA,2,3,4,NA,4,4,4,NA,4,NA,4,4,4,NA,3,2,NA,4,NA,2,5,5,1,3,2,4,2,4,1,3,4,3,2,4,2,4,2,2,2,2,1,2,2,2,2,1,102
