"CaseID","Age","Sex","BFI1","BFI2","BFI3","BFI4","BFI5","BFI6","BFI7","BFI8","BFI9","BFI10","BFI11","BFI12","BFI13","BFI14","BFI15","BFI16","BFI17","BFI18","BFI19","BFI20","BFI21","BFI22","BFI23","BFI24","BFI25","BFI26","BFI27","BFI28","BFI29","BFI30","BFI31","BFI32","BFI33","BFI34","BFI35","BFI36","BFI37","BFI38","BFI39","BFI40","BFI41","BFI42","BFI43","BFI44","BFI45","BFI46","BFI47","BFI48","BFI49","BFI50","BFI51","BFI52","BFI53","BFI54","BFI55","BFI56","BFI57","BFI58","BFI59","BFI60"
"Survey2Emerging000927",24,1,1,3,1,1,4,5,4,2,3,1,3,4,5,4,3,4,3,5,5,5,5,1,1,3,5,5,3,2,1,1,2,3,5,3,2,3,3,5,4,4,1,3,5,2,3,3,4,1,3,5,1,4,5,3,4,4,2,3,4,3
"Survey2Emerging000928",19,1,4,5,5,2,2,2,5,4,4,5,1,4,5,4,4,5,1,4,4,5,4,4,2,4,5,2,5,3,2,4,4,5,3,5,4,2,2,4,5,2,4,4,5,4,2,4,1,4,1,4,2,5,4,4,2,5,5,2,3,3
"Survey2Emerging000929",21,1,5,4,3,4,5,4,5,3,4,5,3,2,5,4,4,1,2,3,3,4,4,2,2,4,2,2,2,4,4,5,3,4,3,3,4,2,2,4,2,4,4,4,5,4,2,5,4,2,2,3,3,4,4,3,3,5,4,4,1,4
"Survey2Emerging000930",25,1,2,5,2,2,4,2,5,1,4,5,1,2,5,1,5,3,1,4,4,4,2,1,4,4,2,3,5,2,4,2,4,5,4,5,4,3,1,5,1,4,1,4,5,2,3,5,1,1,1,2,4,5,4,1,3,4,4,3,4,4
"Survey2Emerging000931",20,1,4,5,3,1,3,3,5,4,2,5,3,3,5,5,3,5,2,5,5,4,2,4,3,1,3,5,5,4,1,4,5,4,4,5,4,3,4,4,5,5,3,5,5,1,5,5,3,3,1,2,4,5,5,5,3,4,3,4,5,4
"Survey2Emerging000932",23,1,2,4,1,3,1,5,4,1,2,5,2,3,4,4,4,4,4,5,5,5,5,2,1,5,2,1,2,4,2,2,3,3,5,5,4,2,3,5,4,4,4,4,4,2,4,2,2,1,2,2,1,4,5,4,2,4,3,2,4,2
"Survey2Emerging000933",21,1,5,5,4,4,4,5,5,2,5,5,1,2,5,3,5,4,4,5,4,4,5,2,3,5,1,1,5,4,5,1,4,5,4,4,5,3,2,4,1,5,5,3,5,4,1,5,2,1,2,3,3,5,5,1,1,5,4,2,3,5
"Survey2Emerging000934",19,-1,3,3,3,4,2,5,4,2,4,5,3,3,2,4,3,4,4,3,3,2,2,2,3,3,4,4,4,4,5,3,5,4,3,2,3,3,4,3,4,5,4,4,2,4,4,4,3,1,3,3,2,5,2,4,2,3,3,3,1,3
"Survey2Emerging000935",21,1,3,5,1,1,5,3,5,4,2,4,1,5,5,5,1,4,1,5,4,3,3,2,4,4,4,5,4,1,2,5,4,1,4,5,3,3,1,4,4,3,1,4,5,2,4,2,1,1,2,4,4,5,4,4,3,2,3,2,5,1
"Survey2Emerging000936",21,1,5,5,4,3,2,4,4,3,4,4,3,2,4,3,2,3,1,3,4,3,4,2,3,3,3,2,5,4,2,2,3,4,3,4,4,3,2,4,2,5,5,3,4,3,2,4,2,2,4,3,2,4,3,2,2,4,4,3,4,4
"Survey2Emerging000937",23,1,4,5,1,2,1,3,5,1,3,4,4,4,5,5,4,1,4,4,4,3,3,3,2,2,4,2,5,4,1,4,4,5,5,5,2,3,4,5,4,3,5,4,5,1,4,5,4,1,2,5,2,5,4,3,4,4,5,4,5,2
"Survey2Emerging000938",25,1,5,5,1,3,3,4,5,1,4,5,3,2,5,3,2,2,2,4,4,4,4,1,1,3,1,1,4,1,3,1,3,5,5,5,3,1,2,5,3,5,4,1,5,3,1,5,1,1,2,3,1,5,5,4,3,4,5,2,3,4
"Survey2Emerging000939",25,1,5,5,1,3,2,4,5,1,4,4,3,1,5,4,4,3,2,5,2,4,3,1,2,2,3,4,5,2,4,2,3,3,4,3,4,3,1,5,4,4,4,2,5,4,4,4,2,1,2,3,3,5,5,4,1,5,5,1,1,4
"Survey2Emerging000940",25,-1,3,2,2,1,2,3,3,3,3,2,4,3,2,2,2,3,2,2,2,4,5,3,2,3,2,3,4,2,4,2,3,2,2,2,3,2,3,4,2,2,2,3,1,2,4,2,2,3,2,4,2,4,3,2,3,2,2,2,2,2
"Survey2Emerging000941",20,1,4,4,2,2,2,4,4,2,4,4,2,3,4,3,3,2,2,4,1,2,4,2,4,4,2,3,2,2,2,2,4,4,4,4,4,4,2,4,4,2,4,4,5,4,2,4,2,4,2,3,2,4,4,2,2,4,2,2,4,4
"Survey2Emerging000942",25,1,5,5,4,5,5,5,5,1,1,5,1,1,1,2,5,1,2,5,1,5,4,1,1,5,5,1,5,1,4,5,1,5,5,1,5,2,1,5,1,5,5,1,5,1,1,1,1,1,5,1,1,5,5,1,5,5,5,1,1,5
"Survey2Emerging000943",24,1,4,5,5,2,2,1,5,1,5,5,1,2,5,1,5,4,5,4,2,4,5,1,1,5,1,1,5,1,2,1,4,5,5,5,5,1,1,5,4,4,5,2,5,4,1,5,1,1,1,2,1,5,5,4,2,5,4,1,1,5
"Survey2Emerging000944",23,1,4,5,2,1,1,5,5,2,2,4,1,1,5,3,4,5,1,5,5,5,2,1,1,2,5,3,5,1,1,2,5,5,5,4,5,5,1,5,4,5,5,1,5,3,4,3,1,1,1,2,2,5,4,5,1,4,5,1,5,5
"Survey2Emerging000945",22,1,2,4,2,2,5,4,5,2,2,3,2,4,4,4,4,4,2,5,4,1,2,1,2,2,5,5,4,2,2,2,4,4,4,5,2,4,2,4,4,2,2,4,5,2,5,2,2,4,2,5,4,4,4,4,5,2,2,2,4,2
"Survey2Emerging000946",23,1,2,5,5,3,1,1,4,2,3,5,3,1,4,3,5,5,1,3,4,4,3,1,1,2,2,3,5,1,2,1,5,5,3,5,3,4,1,5,5,5,3,4,5,4,1,1,2,1,1,3,4,5,5,4,2,3,5,1,2,4
"Survey2Emerging000947",20,1,5,5,3,3,5,4,5,4,3,5,3,2,3,4,5,5,2,4,3,5,2,3,3,2,3,2,2,2,3,1,5,5,4,4,5,3,3,3,4,4,5,5,5,4,3,3,3,2,3,2,4,4,3,5,4,4,3,2,5,5
"Survey2Emerging000948",21,1,1,3,4,1,2,1,5,5,1,4,5,4,2,5,3,5,3,2,5,4,1,4,5,1,5,5,2,4,1,4,5,4,2,5,3,5,4,3,5,3,1,5,3,1,4,1,3,1,1,5,5,5,4,5,3,1,4,5,5,4
"Survey2Emerging000949",25,1,1,5,4,1,2,2,4,4,1,5,4,3,2,5,4,5,2,5,4,5,1,1,2,1,5,2,4,2,2,2,5,4,4,5,5,3,2,4,4,5,2,5,4,1,5,2,2,2,1,4,5,5,2,5,3,5,2,2,4,5
"Survey2Emerging000950",23,1,2,3,4,2,3,2,5,2,3,4,2,3,4,4,4,5,2,3,4,2,2,2,4,2,1,4,2,4,2,2,5,4,2,5,2,4,4,4,4,4,2,5,4,1,3,2,4,1,1,4,4,4,4,4,3,1,2,4,5,4
"Survey2Emerging000951",21,1,4,5,4,5,4,4,4,5,4,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,2,4,4,4,4,5,5,4,4,5,4,4,5,4,5,4,4,4,5,4,4,4,4,2,4,3,4,4,4,4,4,5,4,5,4,4
"Survey2Emerging000952",25,1,4,2,3,4,1,4,4,2,3,5,2,4,4,2,2,2,3,3,3,5,4,2,2,4,2,4,2,4,4,2,2,4,4,2,5,2,3,4,2,4,3,4,4,4,1,4,3,1,2,2,3,4,4,2,2,4,2,2,2,3
"Survey2Emerging000953",19,1,5,5,3,3,2,2,4,2,2,5,2,2,3,2,4,2,1,3,2,4,3,2,2,3,2,1,5,2,3,1,4,4,4,4,4,3,2,4,3,3,5,1,3,2,1,4,1,2,1,2,4,4,3,3,2,5,4,2,4,4
"Survey2Emerging000954",23,-1,3,5,2,5,4,2,5,1,1,2,2,1,5,4,4,5,1,5,3,2,2,2,4,3,1,5,5,2,3,5,4,4,3,5,2,3,1,5,5,1,4,1,5,4,5,2,5,1,1,2,4,4,4,4,4,3,3,1,2,1
"Survey2Emerging000955",20,1,2,4,4,2,2,2,4,4,1,4,2,2,4,2,4,3,4,2,4,3,2,3,4,1,1,4,4,4,1,3,4,4,2,5,3,3,3,3,4,3,2,4,4,3,3,2,3,5,2,3,3,4,3,4,2,3,3,2,3,2
"Survey2Emerging000956",23,1,3,5,4,4,4,3,5,4,3,4,4,3,5,4,4,5,2,3,4,5,3,3,4,3,3,4,4,3,3,2,4,5,3,4,5,3,1,4,4,5,4,3,5,5,1,3,1,3,4,1,3,5,4,5,3,4,5,3,4,3
"Survey2Emerging000957",20,1,4,5,2,2,4,4,5,3,4,5,1,2,4,4,5,1,2,5,4,2,4,3,1,4,3,2,4,4,2,1,2,4,5,4,3,4,2,5,3,3,5,4,5,3,3,4,4,2,3,3,2,5,5,3,2,5,4,4,4,5
"Survey2Emerging000958",25,1,5,4,1,2,4,2,5,2,5,5,2,2,5,5,5,2,2,5,4,2,2,4,2,3,1,5,5,2,4,1,4,3,5,5,2,2,1,5,2,5,2,5,4,4,2,5,1,1,2,4,4,5,5,4,3,4,2,5,2,4
"Survey2Emerging000959",25,1,4,5,2,2,1,4,4,1,4,4,1,4,4,3,4,4,1,4,5,5,4,4,2,4,5,2,3,2,4,1,5,4,4,4,5,2,2,5,2,5,4,4,4,4,2,2,2,2,1,1,4,4,4,2,1,4,4,2,2,2
"Survey2Emerging000960",25,1,5,5,3,2,4,4,5,3,5,5,3,3,5,3,4,4,5,5,4,4,4,4,3,5,2,3,5,3,4,3,4,5,5,4,4,3,4,5,1,3,4,4,5,3,3,4,3,1,2,5,4,5,4,3,3,4,5,3,3,4
"Survey2Emerging000961",23,1,5,5,4,2,1,3,5,4,5,5,1,2,4,4,5,2,5,5,4,5,4,4,1,4,1,1,5,4,2,5,4,5,5,5,5,1,4,5,4,4,2,1,4,4,1,5,1,1,2,1,1,5,5,4,2,5,5,5,3,4
"Survey2Emerging000962",25,1,1,5,4,2,2,1,5,4,4,4,1,2,4,2,5,5,1,4,4,5,1,1,4,2,4,4,5,2,4,1,5,4,4,5,4,4,1,4,2,4,4,2,5,4,1,1,1,2,1,2,4,5,4,2,2,4,4,1,2,2
"Survey2Emerging000963",19,-1,4,5,1,5,5,5,5,1,2,3,5,3,5,3,5,3,4,5,2,2,4,1,1,5,3,4,5,1,5,4,3,5,4,4,1,3,2,5,1,5,5,2,5,5,3,5,1,4,5,4,2,5,5,2,3,4,4,2,2,3
"Survey2Emerging000964",24,-1,4,4,3,5,3,5,4,4,5,5,2,2,5,2,4,4,4,3,4,4,5,2,4,4,1,2,4,4,5,1,4,4,2,2,3,2,4,4,2,4,4,4,5,5,1,4,3,3,5,3,2,4,4,2,2,4,4,4,3,4
"Survey2Emerging000965",20,-1,5,5,4,5,1,5,5,2,4,5,1,2,4,3,5,3,2,4,2,5,5,1,4,5,1,1,5,4,5,1,3,5,3,4,5,1,3,5,4,4,5,4,4,5,2,5,2,1,4,1,2,5,5,4,1,5,5,4,2,5
"Survey2Emerging000966",21,-1,3,3,3,3,3,3,5,3,3,5,3,3,3,3,4,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,5,3,3,3,3,5,3,3,3
"Survey2Emerging000967",22,1,4,5,2,4,2,4,4,2,2,4,1,3,4,3,2,5,2,4,4,5,2,2,4,2,4,4,3,4,3,3,5,3,4,5,5,4,3,4,4,5,3,5,4,4,2,2,4,3,2,4,5,5,4,5,5,2,2,2,4,3
"Survey2Emerging000968",20,1,1,4,3,4,4,2,5,5,4,5,2,2,4,4,5,5,1,3,5,4,4,3,5,3,1,4,4,4,3,2,5,4,1,4,3,3,4,5,4,4,2,2,5,4,1,1,4,4,1,1,2,4,4,4,1,1,4,4,4,3
"Survey2Emerging000969",19,1,4,5,4,3,3,2,5,4,4,5,2,3,4,3,4,2,1,2,2,4,2,3,5,2,1,2,4,4,2,1,4,4,2,3,4,3,2,3,4,5,4,4,3,2,1,4,1,2,2,1,4,5,3,3,1,4,3,4,3,4
"Survey2Emerging000970",23,1,5,5,3,5,2,3,5,4,5,5,1,1,5,1,3,2,4,3,3,3,5,1,2,5,5,1,5,4,5,5,1,5,3,2,5,2,3,5,3,5,5,3,5,5,1,5,1,2,3,2,1,4,5,2,2,5,4,3,3,5
"Survey2Emerging000971",25,1,3,5,1,4,3,3,5,1,3,4,2,2,5,2,3,3,1,5,1,3,4,1,1,4,3,4,5,1,5,4,5,5,5,5,3,1,1,5,1,4,4,1,5,5,3,4,1,1,1,3,2,5,5,1,3,3,4,1,1,3
"Survey2Emerging000972",21,1,4,4,5,4,5,1,5,4,4,4,1,2,4,1,2,5,1,5,4,1,3,1,5,2,4,2,4,5,4,5,5,4,4,1,2,2,3,5,1,2,2,4,4,4,4,2,2,2,2,4,4,4,4,2,3,1,2,5,2,2
"Survey2Emerging000973",23,1,4,4,2,4,3,4,5,2,4,4,3,2,5,2,3,2,2,5,4,4,4,2,2,5,2,2,4,2,4,3,1,5,5,5,3,2,1,5,2,4,4,3,5,4,3,4,2,1,3,1,2,5,5,1,3,5,4,2,2,4
"Survey2Emerging000974",21,1,2,5,4,4,4,3,5,3,4,4,3,2,4,3,4,5,1,4,4,4,3,1,4,3,3,4,4,3,3,2,5,5,3,3,4,2,3,4,3,4,3,4,4,4,2,3,1,2,4,3,4,5,4,4,3,4,4,2,3,4
"Survey2Emerging000975",25,1,4,4,4,3,3,4,5,3,2,5,4,4,4,4,3,4,1,4,4,5,2,3,4,4,2,4,2,3,3,4,4,4,3,5,4,2,4,4,3,5,2,5,2,2,1,4,4,2,1,1,4,4,4,4,3,3,2,3,4,4
"Survey2Emerging000976",23,1,4,5,4,1,2,4,5,2,4,5,1,1,5,4,5,2,5,4,4,5,2,4,2,1,2,4,5,4,2,1,4,5,4,5,5,2,1,5,5,5,5,4,5,1,1,5,1,1,1,2,4,5,5,5,2,5,5,4,5,5
"Survey2Emerging000977",22,1,2,5,1,2,2,2,5,4,3,4,1,3,5,5,4,5,1,4,5,5,2,2,3,1,5,3,4,4,1,1,5,4,4,5,4,3,1,4,5,4,4,4,5,2,1,3,1,3,1,1,3,5,4,5,2,5,3,4,4,4
"Survey2Emerging000978",24,1,2,4,2,2,2,2,4,4,2,5,4,3,3,3,3,4,2,2,4,4,2,2,4,4,2,4,4,3,2,3,4,4,3,4,4,4,2,3,4,2,2,4,3,3,2,2,2,3,2,2,4,4,3,3,2,2,3,2,4,3
"Survey2Emerging000979",25,1,1,5,3,3,4,3,5,5,2,4,5,3,5,4,5,5,2,4,4,5,2,2,4,5,3,2,5,2,5,4,5,4,5,5,5,4,2,4,4,2,1,4,4,5,5,2,4,1,1,2,3,5,5,4,4,1,4,3,5,4
"Survey2Emerging000980",20,1,3,5,5,5,3,3,5,4,5,5,1,1,5,4,4,5,1,3,3,4,4,2,3,4,3,3,4,3,4,3,5,5,2,3,4,3,1,3,2,3,5,2,5,3,2,3,5,3,2,2,3,5,5,3,3,4,5,4,2,3
"Survey2Emerging000981",19,1,2,4,4,1,2,4,3,3,1,5,2,3,2,5,4,3,2,3,5,4,4,3,5,1,1,3,2,4,1,1,5,3,2,5,5,2,4,2,5,5,2,5,2,3,1,3,3,3,1,2,4,3,4,4,1,2,2,4,4,4
"Survey2Emerging000982",19,1,3,5,4,1,3,4,5,3,2,4,2,2,3,5,3,2,2,4,5,5,3,2,4,1,2,3,3,3,1,4,4,5,3,5,5,3,5,3,5,5,1,4,5,1,2,4,2,2,1,2,2,4,3,5,3,4,2,4,5,3
"Survey2Emerging000983",18,1,3,4,4,2,1,4,4,4,5,5,2,2,5,2,5,5,2,1,3,5,1,4,1,2,3,4,2,4,2,1,5,3,1,1,2,1,5,1,3,5,4,5,5,4,1,4,5,4,2,1,4,4,5,2,2,4,2,2,5,5
"Survey2Emerging000984",23,1,4,4,5,3,1,3,5,3,4,5,1,2,3,2,3,2,4,2,1,4,3,2,4,3,3,3,5,4,4,1,2,3,2,2,5,3,3,2,1,2,5,2,4,4,1,5,2,4,3,2,4,3,2,2,3,5,5,5,4,4
"Survey2Emerging000985",22,1,4,4,2,1,4,2,5,3,2,4,2,2,5,4,4,3,5,2,4,3,4,4,4,4,2,2,4,1,4,2,4,4,4,4,4,4,2,4,2,1,4,2,4,3,1,4,2,4,2,4,2,5,5,1,2,4,4,2,5,3
"Survey2Emerging000986",25,1,4,4,3,5,4,2,5,2,3,3,3,2,1,3,5,3,1,3,3,4,4,2,3,4,2,3,5,3,2,4,4,4,4,2,4,3,2,4,2,4,4,3,4,3,2,3,2,2,5,2,2,5,4,2,3,4,4,4,2,4
"Survey2Emerging000987",24,1,5,5,2,5,3,3,5,2,4,4,2,1,5,2,4,3,2,4,4,4,5,4,1,5,2,2,4,2,4,1,4,5,4,2,4,2,2,5,1,4,4,3,4,4,1,4,1,1,4,2,1,5,4,2,2,4,3,2,3,5
"Survey2Emerging000988",24,1,5,5,1,5,2,3,5,1,4,5,1,3,5,1,5,2,2,5,2,4,5,1,1,5,2,2,4,2,5,4,1,5,4,1,4,1,1,5,1,4,4,1,5,5,2,4,1,1,4,3,2,5,5,1,5,5,5,1,1,5
"Survey2Emerging000989",22,1,3,4,4,2,2,3,5,5,1,4,2,4,4,5,3,4,3,4,4,4,4,4,5,3,2,4,4,4,4,2,3,4,4,5,4,3,5,3,5,4,2,4,5,4,4,4,5,4,2,4,4,5,2,4,4,3,3,2,4,4
"Survey2Emerging000990",24,1,5,5,5,3,2,4,4,2,5,4,3,2,3,4,3,1,3,1,2,2,4,4,5,3,3,1,5,2,4,1,1,4,2,2,4,2,4,4,2,2,4,1,5,4,5,5,1,4,3,3,1,4,5,1,4,1,4,5,3,5
"Survey2Emerging000991",22,1,4,4,2,2,4,2,5,2,4,4,2,4,4,2,4,2,4,4,4,1,2,2,4,4,2,1,4,4,4,4,4,4,4,4,2,4,2,5,3,3,4,4,4,4,4,4,2,3,2,4,4,4,4,3,3,4,4,4,4,2
"Survey2Emerging000992",24,1,5,5,1,5,3,3,5,1,5,4,1,2,5,1,4,4,5,5,2,4,3,1,1,4,2,1,4,1,4,1,2,4,4,4,4,1,1,5,1,2,4,3,5,3,3,5,1,1,3,2,3,5,5,1,1,5,5,1,4,3
"Survey2Emerging000993",22,1,4,4,2,1,1,4,4,3,3,4,2,3,3,1,3,3,2,4,5,5,3,3,3,3,3,3,4,3,2,1,4,3,3,5,5,4,3,4,4,5,3,3,5,2,3,4,3,3,2,2,3,5,4,2,3,4,3,4,4,4
"Survey2Emerging000994",22,1,5,5,1,2,1,4,5,2,3,4,1,3,5,4,4,1,1,4,2,5,4,1,1,5,3,1,4,3,2,1,1,4,5,2,5,3,2,5,1,4,4,2,5,5,1,4,2,1,2,2,1,5,4,2,3,4,4,2,3,4
"Survey2Emerging000995",19,1,4,4,1,4,2,2,4,4,4,4,2,4,4,4,4,4,4,5,4,5,2,4,4,4,4,4,4,4,2,1,4,4,5,4,5,2,4,5,2,4,4,4,4,4,2,4,4,2,4,1,5,4,4,2,1,4,2,4,4,5
"Survey2Emerging000996",23,1,5,5,2,2,2,4,4,3,2,5,1,3,4,3,4,2,4,4,4,3,2,2,3,2,2,2,4,2,2,2,2,4,4,4,4,2,3,4,3,4,2,4,5,2,1,5,2,1,2,1,3,4,3,2,2,4,3,2,4,4
"Survey2Emerging000997",19,-1,1,3,4,3,3,5,4,1,2,2,4,1,3,4,5,4,2,5,4,1,2,2,1,1,4,5,3,3,3,5,5,1,3,1,2,4,2,4,5,4,1,3,2,4,4,3,3,2,4,3,4,1,3,2,2,2,3,5,1,4
"Survey2Emerging000998",21,1,3,5,3,2,1,3,5,5,4,5,1,2,3,5,3,4,1,4,5,5,4,1,4,4,3,3,5,3,2,5,5,3,4,5,5,1,1,4,5,5,3,5,4,4,1,3,3,2,1,1,3,5,1,5,3,5,3,1,3,4
"Survey2Emerging000999",24,1,5,5,4,5,2,2,5,4,3,5,1,4,5,2,4,4,5,3,3,4,3,1,4,3,4,3,1,2,4,2,4,5,2,3,5,4,1,3,1,5,2,5,5,4,1,2,4,1,2,3,2,5,5,2,3,4,2,1,3,3
"Survey2Emerging001000",20,1,5,5,1,1,5,1,5,1,5,5,1,4,5,5,1,1,1,5,1,5,1,4,2,4,5,4,5,1,1,1,1,5,5,5,5,1,4,5,2,2,5,2,5,2,1,5,4,1,2,3,4,5,2,2,3,5,5,3,5,1
"Survey2Emerging001001",25,1,4,5,3,4,4,3,4,3,4,4,2,1,5,3,4,5,4,4,4,4,4,1,2,5,3,4,4,4,5,4,5,5,5,4,4,3,2,5,1,4,4,4,5,4,1,2,1,2,2,3,2,4,5,2,1,5,5,4,3,4
"Survey2Emerging001002",22,1,4,5,1,4,2,4,5,2,2,5,2,2,4,3,5,4,2,5,2,5,4,1,2,4,1,1,3,2,2,2,2,5,5,2,5,3,4,4,2,5,4,3,5,3,1,2,2,1,2,3,3,5,5,2,3,4,2,2,5,5
"Survey2Emerging001003",24,1,1,5,3,3,4,4,5,3,3,5,2,4,5,5,4,5,4,3,4,5,3,1,2,2,4,4,3,4,5,1,5,4,3,5,5,4,3,5,5,5,3,5,3,4,2,3,4,2,4,3,2,5,4,2,4,4,3,5,4,4
"Survey2Emerging001004",20,1,2,2,1,4,4,1,4,2,3,3,2,3,5,2,2,4,4,3,4,3,4,1,2,3,4,2,4,1,4,2,5,4,5,4,2,4,4,4,3,3,3,3,5,4,4,3,2,1,4,3,2,5,4,2,3,2,5,2,2,2
"Survey2Emerging001005",23,1,2,5,4,2,2,1,5,4,2,5,2,2,4,4,3,4,5,4,3,5,1,1,4,1,2,4,5,3,1,2,5,5,2,4,5,3,1,5,4,3,2,3,5,1,2,1,1,5,2,2,5,5,5,4,1,2,5,3,5,2
"Survey2Emerging001006",21,1,3,4,2,4,3,4,5,2,5,5,2,3,4,3,4,2,1,4,4,4,4,4,2,5,1,1,4,2,4,2,4,4,4,3,5,1,3,5,4,5,4,4,3,4,2,4,3,2,3,4,3,5,2,2,1,4,3,2,2,4
"Survey2Emerging001007",20,1,1,3,1,5,4,2,4,4,3,4,2,3,3,2,2,1,5,3,2,4,3,3,3,3,5,5,5,1,4,4,5,2,2,4,1,4,2,4,2,4,3,1,2,1,2,1,2,3,5,1,1,3,4,4,2,1,3,1,4,1
"Survey2Emerging001008",20,1,2,5,2,5,3,2,5,4,4,5,2,2,3,1,4,5,2,5,4,3,2,1,3,4,3,4,3,1,5,4,5,4,4,3,4,4,2,4,2,3,3,5,3,5,2,3,3,3,4,3,3,5,4,1,3,3,3,1,4,2
"Survey2Emerging001009",25,1,3,4,3,3,4,4,3,2,4,4,3,3,4,4,4,4,3,4,4,4,4,2,4,3,4,4,4,3,1,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,3,4,2,3,4,4,4,3,4,3,4,3,3,5,3
"Survey2Emerging001010",19,1,4,5,4,5,2,4,5,3,5,5,2,4,4,5,5,3,1,2,4,5,4,3,2,3,3,5,4,4,3,3,4,2,4,5,5,5,3,2,4,5,2,4,5,3,3,5,5,1,1,2,3,5,2,5,4,5,3,4,3,3
"Survey2Emerging001011",23,1,1,2,1,2,1,2,5,1,4,5,3,3,5,5,4,5,4,5,3,5,1,4,2,1,1,1,4,2,4,4,5,4,5,5,5,5,3,5,4,4,3,3,5,4,3,1,3,1,5,1,4,4,5,4,2,1,3,1,4,2
"Survey2Emerging001012",24,1,4,5,1,4,1,4,5,4,4,5,2,1,5,1,5,4,5,5,1,4,4,1,4,5,1,4,5,1,5,5,2,5,4,3,5,3,1,4,1,5,2,2,5,5,1,4,1,1,4,4,1,5,5,1,2,4,5,3,1,5
"Survey2Emerging001013",24,1,4,5,2,1,4,1,5,4,2,4,1,3,4,4,4,2,5,2,1,5,3,1,2,4,2,4,5,4,2,2,4,4,2,4,5,2,1,4,4,3,4,1,4,2,1,4,1,2,1,2,4,5,4,4,2,4,5,4,5,4
"Survey2Emerging001014",25,1,2,5,5,1,3,3,4,5,1,4,5,4,3,5,2,4,4,4,5,4,2,3,4,1,5,5,5,4,1,4,5,4,2,5,4,5,4,2,5,4,1,5,5,1,4,4,4,4,1,1,5,4,2,5,3,2,1,5,5,2
"Survey2Emerging001015",22,1,1,4,5,1,1,1,4,5,4,4,1,2,3,4,2,5,1,2,5,5,1,1,4,4,2,5,3,4,2,3,5,4,2,5,5,3,2,2,2,4,1,3,2,3,1,1,1,4,4,2,5,4,2,2,1,4,3,1,3,3
"Survey2Emerging001016",20,1,5,2,2,3,1,4,5,1,4,5,3,1,5,5,4,4,4,3,4,3,3,2,2,5,3,5,5,4,3,5,5,4,5,4,2,4,5,4,3,5,4,3,3,5,4,3,3,3,2,3,4,3,1,3,4,3,3,1,4,5
"Survey2Emerging001017",19,1,3,5,3,2,3,2,3,5,2,4,1,4,3,5,2,2,3,3,4,4,2,4,4,2,3,3,4,4,1,3,4,3,3,5,3,3,5,2,5,3,3,4,3,2,3,4,4,3,1,4,5,3,3,5,3,3,2,4,5,2
"Survey2Emerging001018",18,1,5,4,3,3,3,4,5,4,5,5,2,3,3,4,3,3,3,3,3,3,4,1,4,4,3,2,4,3,4,3,4,4,3,4,3,4,2,5,4,2,4,3,5,3,4,4,3,1,3,4,2,4,2,3,3,4,5,1,3,5
"Survey2Emerging001019",23,1,4,4,1,4,3,4,5,1,4,4,2,2,4,3,3,3,5,4,4,4,4,2,2,4,2,2,4,1,4,2,4,4,5,2,2,2,2,5,2,4,4,4,5,4,2,4,2,1,4,4,2,5,5,2,2,3,4,2,2,3
"Survey2Emerging001020",23,1,4,4,1,4,4,4,4,2,4,4,3,1,4,4,4,5,4,4,3,4,4,3,4,4,2,3,4,4,3,4,4,4,4,3,4,3,3,4,4,4,4,1,4,4,1,2,1,1,4,1,4,4,4,4,4,4,4,4,4,4
"Survey2Emerging001021",18,1,4,5,2,5,5,5,5,3,5,5,1,2,5,4,3,4,5,3,5,3,4,2,2,5,2,3,4,5,4,4,4,4,3,3,3,3,5,5,2,3,4,4,5,4,4,4,5,3,4,5,2,3,4,1,3,4,5,4,4,4
"Survey2Emerging001022",23,1,4,3,1,4,3,5,4,2,3,4,4,3,5,2,4,4,3,5,4,3,4,2,4,2,3,1,3,3,2,3,1,3,5,2,4,3,2,5,2,3,4,2,5,2,4,4,3,1,4,2,1,4,4,4,3,4,2,4,2,3
"Survey2Emerging001023",18,1,2,4,3,3,2,3,4,3,3,3,5,2,2,4,3,5,5,3,3,5,2,3,3,4,3,3,5,3,4,5,5,3,5,3,5,2,2,3,3,5,3,2,5,3,3,2,3,3,3,3,3,5,4,5,3,3,4,3,4,3
"Survey2Emerging001024",23,1,5,5,5,5,5,4,5,3,5,4,4,4,5,3,4,5,5,5,4,4,5,4,3,4,5,3,4,5,4,3,4,5,4,5,5,4,4,5,5,5,3,5,4,5,5,5,5,4,5,4,4,3,5,4,4,5,4,4,4,5
"Survey2Emerging001025",21,1,4,4,2,4,2,3,5,3,5,5,1,3,4,4,4,4,1,4,2,3,3,2,4,4,2,2,5,2,3,2,4,4,3,5,4,2,2,5,2,5,3,2,4,3,2,4,2,2,4,4,4,5,4,2,2,5,4,4,4,2
"Survey2Emerging001026",20,1,3,2,2,3,1,3,4,4,3,3,2,4,4,2,4,2,2,5,4,3,4,1,4,3,4,4,4,4,4,1,4,4,4,5,4,4,4,4,2,2,2,5,5,4,1,2,4,1,4,2,2,4,4,1,3,2,2,4,2,4
