"","Sociab.1","Compass.1","Organiz.1","Anxiety.1","Aesth.1","Assert.1","Respect.1","Product.1","Depres.1","Curious.1","Energy.1","Trust.1","Respons.1","Volat.1","Creativ.1","Sociab.2","Compass.2","Organiz.2","Anxiety.2","Aesth.2","Assert.2","Respect.2","Product.2","Depres.2","Curious.2","Energy.2","Trust.2","Respons.2","Volat.2","Creativ.2","Sociab.3","Compass.3","Organiz.3","Anxiety.3","Aesth.3","Assert.3","Respect.3","Product.3","Depres.3","Curious.3","Energy.3","Trust.3","Respons.3","Volat.3","Creativ.3","Sociab.4","Compass.4","Organiz.4","Anxiety.4","Aesth.4","Assert.4","Respect.4","Product.4","Depres.4","Curious.4","Energy.4","Trust.4","Respons.4","Volat.4","Creativ.4"
"1973",4,5,2,4,3,3,5,4,4,5,5,4,4,5,3,4,1,3,4,3,5,2,2,5,4,5,5,4,5,4,2,4,2,5,2,4,4,4,5,4,4,2,4,5,5,5,5,5,5,4,4,4,4,5,3,4,3,2,5,4
"1974",4,4,2,1,4,2,5,4,2,5,2,2,4,3,4,2,1,4,2,2,3,4,4,2,4,4,4,4,2,3,2,4,5,4,4,4,4,4,3,3,3,3,5,1,3,4,4,4,2,4,3,5,4,3,3,3,3,3,3,4
"1975",1,5,1,5,5,2,5,4,4,5,2,2,4,5,5,2,1,1,4,5,2,2,1,5,5,2,4,5,5,5,2,5,2,5,4,3,3,3,5,5,4,2,5,4,5,3,5,3,5,5,1,4,3,5,5,3,2,3,5,5
"1976",5,5,4,2,3,3,4,3,3,3,3,3,5,1,4,5,5,3,1,3,4,3,4,2,5,3,4,3,1,5,5,4,4,1,3,5,2,4,1,2,4,3,4,2,5,5,5,5,5,1,4,5,4,1,3,3,3,3,1,4
"1977",5,5,3,2,1,4,5,4,1,5,4,1,4,1,5,2,1,5,5,5,5,4,2,1,4,5,5,3,2,1,2,5,5,4,4,4,5,4,4,2,5,3,5,2,5,4,5,5,1,1,5,1,5,4,4,2,5,4,2,4
"1978",4,5,5,5,2,5,5,4,4,4,4,5,5,3,4,1,5,5,5,2,1,4,2,5,5,2,5,1,5,1,2,5,5,5,3,5,2,5,5,5,4,1,5,5,5,5,1,5,5,1,1,5,5,5,3,5,3,5,5,5
"1979",2,4,3,4,2,4,3,3,3,2,3,1,2,4,4,3,3,2,3,4,3,2,2,3,4,4,3,2,2,4,3,3,4,2,2,3,2,3,3,4,3,2,4,2,5,3,3,3,2,2,2,4,5,4,2,2,3,2,4,2
"1980",5,5,1,3,1,4,2,1,1,5,1,4,5,4,5,1,1,3,5,4,4,3,4,4,1,1,5,5,4,2,1,5,2,5,3,1,1,5,3,3,5,4,3,1,1,5,3,1,1,5,2,3,3,5,1,5,5,1,5,1
"1981",4,4,5,3,1,3,4,2,1,4,4,4,3,3,4,3,1,5,3,5,4,5,3,3,3,5,4,4,3,5,2,4,5,4,4,3,4,4,4,4,4,2,4,3,4,5,5,5,4,5,2,4,4,3,5,4,4,4,3,4
"1982",5,5,3,2,3,4,5,5,1,5,3,3,1,5,5,2,5,4,5,1,5,4,1,4,2,1,1,5,2,5,1,5,2,1,1,4,4,1,1,5,4,3,3,4,3,3,5,5,1,2,4,1,4,1,2,5,5,5,5,5
"1983",2,4,2,4,2,2,4,3,3,4,4,2,3,5,4,1,4,2,3,3,1,3,2,3,3,2,5,2,5,2,2,3,2,4,4,2,2,3,3,3,2,1,4,5,3,3,3,5,4,4,2,4,2,3,3,3,2,2,5,2
"1984",5,5,4,2,4,2,4,4,1,4,5,5,5,1,4,4,5,4,4,2,3,5,5,1,5,5,4,4,1,3,4,5,4,1,2,4,5,4,1,4,3,3,5,1,4,4,5,5,4,3,2,5,4,1,4,4,4,5,2,3
"1985",4,1,4,5,5,5,4,5,2,1,2,2,4,4,5,5,3,4,5,5,4,5,5,1,2,2,1,1,5,2,2,4,2,4,4,2,1,4,5,4,5,2,5,4,5,4,1,4,1,5,2,5,1,4,2,4,4,2,4,4
"1986",1,5,2,1,3,3,3,2,1,5,3,4,3,5,3,1,2,2,4,4,4,2,1,4,2,3,4,1,2,1,1,2,3,5,4,3,2,4,2,3,4,2,3,1,5,4,1,5,4,3,3,5,4,4,3,3,5,2,3,4
"1987",3,5,1,3,5,1,5,1,3,5,4,2,4,5,4,1,1,3,2,5,1,4,1,4,5,4,5,2,5,4,1,4,3,2,5,1,4,3,4,3,2,4,4,4,4,5,4,2,5,4,1,5,3,5,4,4,4,1,4,2
"1988",2,2,5,5,4,3,4,3,3,5,2,2,3,5,5,2,2,5,4,5,3,1,1,2,1,3,1,1,5,5,1,4,5,5,5,4,5,4,5,5,1,1,3,5,2,3,1,5,5,5,4,5,4,5,5,2,1,3,5,5
"1989",5,5,5,1,3,4,5,4,3,5,5,5,3,1,3,3,3,5,2,5,4,5,5,2,3,5,4,5,1,1,2,5,4,4,4,5,5,5,1,4,4,3,4,2,4,2,5,5,4,5,5,5,5,1,5,4,4,4,1,4
"1990",5,5,3,1,1,5,5,5,1,5,5,5,5,3,5,2,2,5,3,5,5,5,5,1,1,5,5,5,1,1,1,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,5,4,3,5,5,1,1,5,5,5,1,5
"1991",3,4,1,3,3,5,5,5,3,5,2,3,4,3,5,2,1,5,5,5,5,2,3,4,2,1,1,3,2,1,2,3,3,5,2,5,2,3,3,5,5,3,5,5,1,3,4,5,2,3,5,3,5,1,1,4,1,2,4,5
"1992",2,5,1,4,5,3,5,3,4,5,5,3,4,5,5,2,5,3,5,5,4,5,2,4,5,1,5,4,3,5,1,5,1,5,5,3,4,5,5,5,2,1,5,2,5,2,2,3,5,5,2,5,5,5,5,4,4,4,4,5
"1993",1,3,2,3,4,3,5,2,4,5,3,2,3,4,5,2,2,4,3,5,2,2,2,4,4,2,4,1,1,5,4,5,4,5,5,3,1,3,5,5,2,1,4,1,5,4,1,5,5,4,1,4,4,5,5,4,4,1,1,5
"1994",1,5,4,3,5,4,5,1,5,5,2,5,5,5,3,1,5,4,4,5,5,5,4,5,5,4,5,2,4,5,1,5,1,5,5,5,2,4,5,5,2,1,5,4,4,3,2,4,5,5,4,5,5,5,5,3,3,5,5,5
"1995",4,5,2,2,5,2,5,2,2,5,5,2,4,5,5,4,2,4,4,5,3,4,2,2,5,4,3,2,4,5,2,5,4,5,5,4,2,4,4,4,5,2,4,4,5,4,4,5,4,5,3,4,4,4,4,5,1,2,5,5
"1996",3,4,5,3,5,3,1,5,5,3,5,3,1,5,3,3,4,1,1,2,5,3,5,5,5,4,1,3,3,3,2,3,5,1,1,1,5,1,3,2,3,5,3,4,1,1,1,3,3,5,2,1,3,3,3,1,4,5,3,1
"1997",3,4,2,1,1,4,4,2,2,3,1,2,3,4,4,1,3,3,4,4,4,3,1,3,3,1,5,1,1,1,3,4,3,4,4,1,1,3,5,5,3,2,5,1,1,5,2,1,1,3,3,5,5,4,2,3,5,2,5,5
"1998",5,4,2,2,4,4,4,2,1,5,5,2,4,5,4,5,2,2,4,5,5,1,4,5,5,2,2,2,4,5,5,2,2,5,4,5,2,5,4,5,5,1,4,2,5,5,2,3,4,5,5,3,5,4,5,5,1,2,5,4
"1999",1,5,3,4,4,1,4,2,4,3,2,3,4,4,4,1,5,4,4,4,1,5,1,5,4,1,5,2,4,4,1,4,3,5,4,1,3,4,4,5,1,3,4,3,5,3,1,4,5,2,1,4,4,4,5,1,3,2,5,4
"2000",4,3,5,3,4,3,4,3,4,3,3,4,4,3,3,3,3,4,3,3,4,4,4,2,3,3,4,3,3,3,4,4,4,4,4,3,4,3,2,3,3,4,4,2,2,4,4,4,3,2,3,3,3,2,3,4,3,4,3,3
"2001",3,5,4,3,2,2,5,5,1,4,3,3,5,2,4,1,5,4,4,1,3,5,2,1,3,3,4,5,2,2,1,5,4,5,5,2,5,5,3,5,4,3,4,1,4,3,5,5,1,3,2,5,4,3,3,4,5,5,2,4
"2002",5,3,2,2,1,2,5,4,2,5,2,2,4,2,5,5,2,3,5,5,5,3,5,1,1,3,2,3,5,1,1,5,3,5,5,3,2,4,4,3,5,2,4,1,2,5,2,2,1,3,2,4,5,1,3,5,2,3,4,4
"2003",3,5,2,4,2,1,5,1,4,4,4,3,3,3,2,4,4,2,4,4,1,3,3,4,3,1,5,3,4,4,1,4,2,4,4,2,5,3,4,3,2,3,3,4,2,4,5,2,5,2,1,5,4,4,4,2,3,4,5,2
"2004",4,4,5,4,2,3,5,3,3,5,5,3,5,4,4,3,3,4,3,4,4,3,5,2,5,4,3,4,3,4,3,4,3,4,4,3,4,4,3,4,5,2,5,3,5,4,4,5,3,3,5,5,5,2,3,5,3,4,3,5
"2005",3,5,3,4,2,3,4,2,4,5,2,3,5,3,2,2,5,4,3,5,3,4,4,3,3,2,4,2,1,3,2,4,3,4,4,2,3,4,2,4,4,4,4,2,3,3,5,3,4,3,2,4,4,3,2,4,4,4,2,3
"2006",4,5,1,1,2,1,5,2,1,1,4,5,4,1,1,1,1,4,1,1,1,5,2,2,5,1,5,5,3,2,1,5,2,1,5,3,5,5,5,1,1,5,5,1,1,4,5,5,1,5,2,5,5,4,3,4,5,5,1,4
"2007",5,3,3,2,2,3,4,3,3,5,5,4,3,1,4,2,4,4,4,5,2,3,3,2,4,3,3,1,3,4,2,3,2,3,5,3,1,3,3,4,4,3,3,3,5,5,2,3,3,4,3,4,5,1,4,4,4,2,3,3
"2008",4,4,5,4,1,4,4,5,4,4,4,3,2,4,5,5,2,3,3,4,4,3,4,2,4,5,3,2,1,1,5,5,4,2,2,3,3,2,4,4,5,2,4,1,4,5,1,4,2,1,2,3,2,4,5,4,5,1,2,2
"2009",3,4,3,3,2,3,2,2,4,2,4,3,3,2,2,3,3,2,2,3,3,4,2,2,3,3,4,4,3,3,3,2,3,3,3,2,3,3,3,2,3,4,3,3,3,3,3,3,3,4,3,3,3,4,3,4,4,4,4,3
"2010",4,4,4,2,4,4,4,2,5,5,4,4,2,4,4,4,4,2,2,4,4,2,2,2,4,2,5,4,4,2,3,2,2,4,5,4,4,2,4,4,4,2,4,4,4,4,3,2,4,5,4,4,4,4,4,4,4,2,2,4
"2011",4,5,4,2,4,3,4,2,3,4,4,3,3,5,2,4,4,2,4,5,4,3,1,4,5,1,3,2,4,4,2,3,2,3,4,4,2,4,4,3,4,2,2,2,4,4,2,3,2,5,3,4,2,4,4,4,4,5,2,2
"2012",3,3,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,4,1,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,3
"2013",5,5,3,1,1,5,5,4,1,5,3,2,5,3,5,3,1,5,3,5,5,4,4,1,5,3,5,3,2,3,4,5,5,4,5,5,3,5,3,5,5,1,5,1,5,5,2,5,1,5,5,5,5,2,3,5,5,4,3,5
"2014",3,4,5,2,4,3,3,3,3,3,4,3,4,2,3,2,2,4,4,4,3,3,3,4,3,2,4,2,2,4,2,4,3,4,4,2,3,3,4,4,3,3,4,2,4,2,4,3,2,3,3,3,3,4,3,3,4,3,3,3
"2015",3,5,5,4,2,3,5,3,1,5,3,5,4,1,5,1,1,4,4,5,4,5,2,4,4,1,5,3,3,4,1,5,5,4,5,3,3,4,4,4,3,5,5,3,3,4,5,5,5,5,3,5,3,2,3,4,5,4,5,2
"2016",5,5,3,1,4,5,5,5,1,5,4,3,5,1,4,4,4,5,2,5,5,5,5,1,5,4,4,2,1,4,4,5,4,2,5,4,5,4,1,5,4,2,5,1,5,5,5,4,2,4,5,5,5,1,5,4,2,4,1,5
"2017",4,4,5,2,3,4,4,4,2,4,4,4,4,2,4,5,4,3,3,2,3,4,4,3,4,4,4,4,2,2,4,3,4,4,3,3,4,4,2,4,3,3,3,2,5,4,3,5,4,3,4,4,3,1,4,3,3,3,2,4
"2018",5,5,4,3,4,4,4,1,3,4,2,3,4,4,4,2,1,4,4,3,3,3,2,4,3,2,4,1,3,2,2,4,5,4,4,3,3,4,4,4,4,3,4,4,2,4,3,3,2,3,3,5,4,4,2,4,4,2,4,4
"2019",5,5,5,2,4,5,5,5,1,4,5,5,5,3,5,3,4,5,1,4,5,5,5,1,5,4,3,3,2,5,5,5,5,1,5,5,3,5,3,5,5,4,5,2,5,4,3,5,2,5,5,5,5,1,4,5,5,4,3,5
"2020",3,5,5,3,1,3,4,3,3,5,3,3,4,4,5,1,3,3,3,5,4,5,5,5,5,2,4,2,4,1,1,3,4,4,5,3,4,4,5,4,3,1,4,1,5,2,2,4,4,5,3,5,4,5,5,3,5,1,3,4
"2021",4,5,4,2,1,5,5,5,4,5,2,4,4,2,5,2,2,4,3,5,4,4,5,1,2,3,5,5,2,5,1,5,5,5,5,4,5,5,4,5,5,5,5,2,5,5,5,1,3,5,1,5,5,4,2,5,4,2,4,5
"2022",3,4,4,1,2,3,4,2,1,5,5,5,4,2,4,1,2,4,2,4,3,4,3,2,4,4,5,4,2,4,1,5,4,3,5,4,4,5,2,4,4,3,4,1,3,4,2,5,5,5,2,5,5,2,2,4,3,5,4,2
"2023",1,4,2,3,2,3,4,2,5,3,4,5,4,2,1,4,3,2,3,3,2,3,2,4,2,1,4,5,4,2,4,1,2,4,3,5,5,4,5,4,1,1,3,5,5,4,5,2,1,3,4,1,3,1,3,2,5,3,3,3
"2024",1,4,4,5,3,2,5,4,4,5,2,4,4,5,3,2,5,4,5,5,2,3,2,3,5,1,2,2,5,3,1,3,3,5,5,2,2,4,5,5,2,2,4,4,5,3,2,3,5,5,2,4,4,5,5,4,2,2,5,3
"2025",1,5,4,2,3,4,5,3,2,4,3,3,3,4,4,2,1,3,4,4,5,3,4,2,4,3,5,4,2,4,2,3,5,3,3,3,4,4,3,4,4,3,4,3,5,5,4,3,4,2,4,4,3,2,2,4,4,4,4,5
"2026",5,5,5,1,4,5,5,2,2,5,5,5,5,3,5,5,1,5,3,5,5,5,3,1,2,3,5,4,2,4,3,5,5,3,5,4,5,5,4,5,5,3,5,3,5,5,5,5,4,4,5,5,5,3,4,3,5,4,3,5
"2027",5,5,5,1,3,4,5,1,1,5,5,5,5,1,5,4,2,5,3,3,3,5,5,1,5,5,3,3,1,1,4,5,4,1,5,3,5,4,1,5,5,1,5,1,5,5,3,5,5,4,4,5,5,1,3,5,3,5,1,5
"2028",3,5,4,4,2,3,5,4,2,5,4,4,5,2,4,3,5,5,4,4,4,5,5,5,4,2,4,2,4,2,4,5,5,5,4,4,5,5,2,4,2,2,5,4,1,3,5,5,4,3,4,5,5,2,1,2,4,4,4,2
"2029",3,5,2,4,5,3,5,2,4,4,3,4,4,3,3,1,5,3,2,4,3,5,3,4,2,2,4,5,4,5,1,4,3,4,3,3,5,4,3,3,3,5,4,2,3,3,5,3,5,3,2,5,3,3,3,4,4,4,3,3
"2030",2,5,2,2,5,1,4,1,2,5,5,2,4,4,4,1,5,1,5,5,1,2,2,4,5,3,4,1,2,5,1,2,1,5,4,1,2,2,5,5,4,2,4,4,5,2,2,1,4,5,1,4,4,5,5,2,4,1,4,5
"2031",1,5,5,5,4,3,4,4,5,5,2,5,4,3,5,1,3,5,1,5,5,5,5,2,3,2,2,4,2,2,3,3,5,1,3,5,4,5,1,5,3,2,5,1,4,5,5,5,3,2,5,5,5,1,3,2,3,4,1,4
"2032",5,5,5,1,2,5,5,5,1,4,5,5,4,4,5,5,2,5,2,3,5,5,5,1,3,4,5,4,1,2,4,5,5,2,4,4,2,5,1,5,5,1,5,1,4,5,4,5,1,3,5,5,5,1,3,4,5,5,2,4
"2033",5,5,1,2,1,5,4,1,2,5,3,2,5,5,5,3,1,2,4,5,5,3,3,2,4,4,5,3,3,5,2,4,1,4,5,2,1,4,5,5,4,3,5,4,4,5,1,3,2,4,1,4,4,4,1,4,5,4,5,5
"2034",4,4,4,2,4,4,5,2,1,5,3,2,3,2,4,2,2,4,4,5,4,4,2,3,4,3,5,1,2,2,3,4,4,4,4,4,2,5,4,5,4,2,4,2,4,5,1,2,3,4,2,5,5,3,2,3,5,1,5,4
"2035",4,5,3,1,2,5,5,3,2,5,3,2,5,4,5,3,3,4,5,3,5,2,3,2,5,3,4,3,3,4,2,5,3,4,3,5,4,5,2,5,5,1,5,2,1,5,4,3,5,5,5,5,5,4,3,5,5,2,5,5
"2036",4,5,3,2,2,1,5,2,1,5,5,3,4,4,3,1,1,3,4,4,3,5,3,1,3,3,5,4,4,2,2,5,4,4,4,3,3,4,3,3,4,3,4,3,3,3,2,3,3,5,1,5,2,3,3,5,3,3,5,2
"2037",4,5,5,4,1,5,5,2,2,5,4,2,5,4,2,1,4,2,2,2,1,5,5,1,5,1,5,5,2,5,1,5,5,5,5,5,5,5,4,5,4,2,3,1,5,2,5,5,4,2,3,5,5,3,5,5,2,5,5,5
"2038",5,5,5,2,5,2,4,4,2,5,4,5,5,3,5,3,1,5,2,5,5,5,4,1,2,5,5,3,1,5,3,5,5,4,5,4,4,4,2,5,4,4,5,1,4,5,5,5,4,5,4,5,5,3,5,4,5,5,1,5
"2039",4,4,4,4,2,3,4,4,4,4,3,2,5,2,3,5,5,5,5,3,5,2,5,4,2,3,2,4,4,2,2,3,4,5,3,4,2,5,4,4,3,1,5,2,4,5,2,5,4,5,5,5,5,4,2,2,2,4,3,4
"2040",5,5,5,1,2,4,5,5,2,4,2,3,4,1,5,2,4,5,2,4,4,5,4,1,3,5,5,5,1,1,4,5,5,1,4,3,5,5,1,5,5,2,5,1,3,4,5,5,1,4,3,5,5,1,2,5,5,4,1,5
"2041",5,5,5,1,4,5,5,5,1,5,5,3,5,3,5,4,5,5,3,5,5,5,5,1,5,4,5,3,1,5,2,5,5,4,5,5,4,5,1,5,5,1,5,1,4,5,5,5,3,5,3,5,5,1,1,5,5,5,4,5
"2042",4,5,4,1,5,4,5,3,2,5,4,3,4,4,5,3,1,5,5,5,3,3,4,4,4,3,2,5,3,5,2,2,5,4,5,4,4,4,2,5,4,3,4,2,5,3,5,4,4,5,4,5,5,2,5,4,4,4,2,4
"2043",3,3,2,5,3,3,4,2,4,4,4,2,2,5,4,2,2,1,5,4,2,1,1,3,3,1,3,2,5,3,2,4,2,5,3,1,2,1,4,3,2,1,3,4,4,3,3,1,5,1,3,3,2,5,4,3,3,2,4,3
"2044",1,4,4,5,1,3,4,2,5,2,2,2,5,4,5,1,3,4,4,2,2,2,1,1,4,2,2,5,1,1,1,4,4,5,1,2,2,4,5,5,4,1,5,3,2,1,3,5,4,1,1,4,5,5,4,2,1,4,2,5
"2045",4,3,3,1,1,5,5,3,2,3,1,3,5,3,4,2,1,4,4,4,4,2,2,1,1,3,4,2,3,2,3,5,3,3,5,2,2,3,4,5,3,2,5,1,2,4,5,2,2,3,2,3,4,4,1,5,4,2,4,5
"2046",1,5,5,1,2,1,5,2,2,2,4,2,4,2,2,1,5,5,2,4,1,5,2,2,4,2,5,4,1,4,1,4,5,2,3,2,4,5,2,4,4,2,4,1,5,1,5,5,3,2,1,5,5,4,4,4,4,4,1,4
"2047",1,5,1,5,3,5,4,5,5,5,5,2,3,4,5,4,3,5,5,5,5,1,1,5,5,1,2,1,4,4,1,4,5,5,5,4,2,4,5,5,2,1,5,2,5,5,5,4,5,5,4,4,1,4,4,2,1,2,4,4
"2048",3,5,2,4,4,4,4,4,2,4,4,2,4,3,4,1,2,4,3,4,3,5,4,2,5,3,1,1,2,2,1,4,4,4,4,2,5,5,2,4,4,4,4,1,2,2,4,2,2,1,2,5,4,2,3,4,4,4,4,3
"2049",5,5,5,1,1,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,4,1,5,5,5,5,1,5,4,5,5,4,5,5,5,5,4,5,5,2,5,1,5,5,5,5,2,5,5,5,5,4,5,5,3,5,1,5
"2050",5,5,3,1,1,5,5,5,1,5,2,2,5,2,5,4,1,5,5,4,5,2,4,1,4,5,5,5,1,1,4,1,5,1,5,5,5,5,2,5,5,5,5,2,3,4,5,5,4,5,1,5,5,5,2,5,5,4,2,5
"2051",5,5,5,1,1,5,5,5,1,5,5,1,5,5,5,5,1,5,5,5,5,5,5,1,5,1,5,1,1,1,1,1,5,1,5,1,5,5,1,5,5,1,5,1,5,5,1,1,5,1,1,5,5,5,5,5,5,1,1,5
"2052",3,5,5,5,5,1,5,5,2,4,1,5,4,3,4,1,5,4,4,5,1,5,5,5,2,5,5,5,3,1,2,5,3,5,5,4,5,5,5,4,2,1,5,3,5,3,5,5,5,5,1,5,5,5,3,3,4,2,4,5
"2053",1,4,2,4,1,3,5,2,3,5,3,3,3,4,4,2,5,2,4,5,1,5,3,3,4,1,3,5,4,5,1,4,2,4,4,4,3,2,5,4,3,2,4,3,5,3,5,4,3,5,3,4,4,4,3,2,3,3,4,4
"2054",5,4,4,2,3,3,5,3,3,5,2,3,4,3,3,2,2,3,3,3,5,5,5,5,2,3,3,3,2,2,1,4,2,4,5,3,4,3,4,4,5,2,5,1,4,3,5,5,3,5,4,4,5,4,3,1,1,5,4,3
"2055",3,4,4,4,1,3,3,5,1,5,4,4,3,3,4,1,2,4,2,5,5,5,5,1,5,5,3,3,3,1,4,4,2,1,5,3,2,4,2,4,5,2,5,3,4,3,5,5,3,4,5,2,5,4,5,4,3,1,3,5
"2056",4,4,4,2,2,2,4,4,2,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,2,2,2,4,4,2,4,4,4,4,2,5,4,1,4,2,4,4,4,5,4,3,4,4,4,2,2,4,4,3,4,4
"2057",5,5,1,4,5,4,5,1,4,5,2,2,5,4,5,4,2,2,5,5,5,5,5,3,5,5,4,1,5,1,4,5,1,4,5,5,5,5,5,5,5,2,5,4,2,4,2,2,2,4,2,4,5,5,1,5,2,4,5,5
"2058",2,2,3,4,4,4,4,4,2,5,4,3,3,3,3,2,2,3,3,3,2,4,3,3,3,3,3,3,3,3,2,3,3,4,3,3,3,4,3,4,4,3,3,3,3,3,3,4,2,2,3,3,3,3,4,3,4,2,3,3
"2059",4,4,4,1,5,4,3,2,4,4,4,2,4,2,4,3,4,4,4,4,5,4,2,2,5,2,1,4,2,4,4,4,4,4,4,4,2,4,2,4,2,2,5,4,5,4,2,5,4,1,1,4,4,2,2,2,2,5,4,4
"2060",2,5,4,5,1,3,5,2,4,5,4,3,4,4,5,2,2,5,4,4,4,4,2,4,2,3,3,5,4,2,1,4,4,4,4,3,4,4,4,2,2,3,4,4,5,2,5,4,4,3,2,5,5,4,4,4,4,2,4,4
"2061",3,4,3,3,2,4,4,4,2,3,2,3,4,4,4,2,1,4,2,4,4,2,2,2,3,4,2,2,5,2,2,4,4,5,3,1,4,2,4,3,3,2,3,4,2,4,2,1,5,3,2,4,4,3,3,3,3,3,5,1
"2062",3,2,4,1,2,3,4,3,3,4,3,3,3,2,4,3,2,4,5,5,4,2,4,3,4,2,4,2,3,3,2,3,2,4,4,4,2,4,4,3,3,2,4,2,2,4,2,2,4,4,4,5,5,3,3,4,4,2,2,3
"2063",1,5,4,5,5,3,3,1,5,4,2,3,3,5,3,1,3,4,5,5,1,3,4,5,1,1,3,2,5,3,1,3,4,5,4,3,2,3,5,3,3,2,3,3,3,1,3,5,1,3,1,3,5,4,3,2,2,2,4,1
"2064",5,5,5,2,1,5,5,5,2,5,2,4,4,5,5,2,2,5,5,5,2,5,4,4,4,4,5,3,4,1,2,4,5,5,5,4,2,5,4,5,4,1,5,2,4,5,4,5,4,4,4,4,5,4,4,5,4,5,2,4
"2065",3,4,3,4,4,4,4,2,4,4,2,1,4,4,4,2,3,3,4,5,3,3,1,4,4,2,4,2,4,4,2,3,2,5,4,4,3,3,5,4,2,1,3,3,4,2,2,2,3,2,4,4,3,5,4,3,4,2,3,4
"2066",5,5,2,4,4,4,4,3,3,4,5,4,3,4,4,5,5,2,4,5,4,2,2,3,5,3,4,2,3,4,3,4,2,4,4,4,4,3,3,4,4,4,4,4,4,5,5,2,4,5,4,5,3,3,4,4,4,2,3,4
"2067",4,4,2,3,3,3,3,3,3,3,2,3,3,4,4,1,2,4,3,4,4,3,3,4,3,3,3,3,2,3,4,3,3,3,4,3,3,4,3,4,3,2,3,2,3,5,2,3,2,3,3,3,4,4,3,3,4,3,4,3
"2068",5,4,3,1,2,3,5,2,2,5,5,4,5,4,4,2,2,3,4,5,5,5,4,1,2,4,4,3,1,2,2,4,2,4,5,2,3,5,4,4,4,3,5,2,5,5,3,3,2,4,4,5,5,3,2,5,4,3,4,5
"2069",3,4,3,3,2,3,3,2,3,3,2,2,4,4,4,2,2,3,3,4,3,2,2,3,3,3,3,2,2,2,1,3,4,5,3,3,3,3,5,4,3,3,3,3,2,3,2,3,2,4,3,3,3,3,3,3,3,3,3,3
"2070",4,4,5,2,4,3,4,2,2,5,4,3,5,2,5,2,2,5,4,3,3,4,5,1,4,2,4,4,2,4,4,4,5,3,4,4,4,5,2,4,4,4,4,1,4,3,5,4,2,4,3,5,4,3,3,3,3,3,1,4
"2071",2,5,4,5,5,5,5,1,1,5,4,2,5,1,4,2,5,5,5,5,4,5,2,2,4,2,4,4,4,5,2,5,2,5,5,4,2,5,4,2,2,1,5,1,5,2,4,4,5,5,4,5,5,4,5,5,2,5,2,4
"2072",2,4,1,1,1,5,4,2,1,5,1,1,5,5,4,1,3,4,5,5,2,3,2,1,1,2,5,1,1,1,2,5,5,2,5,3,1,5,5,5,2,1,4,1,2,2,1,3,4,1,4,5,4,4,4,5,5,1,5,5
"2073",1,4,2,4,5,2,4,4,4,4,4,4,3,3,4,1,2,4,4,5,2,2,3,4,4,2,1,2,3,5,1,3,3,4,4,2,2,4,5,3,3,1,2,4,4,2,2,4,5,4,2,5,4,4,2,4,3,2,5,4
"2074",2,4,2,5,2,2,3,2,4,4,3,3,3,5,3,1,4,1,5,4,2,5,2,4,3,2,3,3,4,5,1,3,1,5,5,3,3,2,5,4,1,3,3,4,3,1,2,3,5,5,2,4,3,5,4,2,3,3,4,4
"2075",4,5,2,2,2,3,5,1,4,5,4,2,5,5,4,2,2,4,2,4,4,4,4,1,4,5,4,2,2,1,2,4,4,5,5,4,1,4,4,5,5,2,5,1,4,4,1,4,1,4,4,4,4,4,4,3,4,4,5,4
"2076",5,5,4,2,4,4,5,5,2,3,4,4,4,4,3,4,2,5,2,4,4,5,4,2,5,4,4,4,2,1,4,4,5,1,4,4,4,4,2,5,5,4,4,1,4,3,4,1,4,4,2,5,4,1,2,4,4,4,2,4
"2077",5,2,1,3,4,4,4,2,4,5,1,1,5,4,4,4,2,4,4,4,4,4,1,2,4,2,2,2,2,1,4,4,2,5,4,2,2,4,5,5,2,1,5,2,2,5,1,1,5,1,1,4,4,4,2,1,1,5,2,4
"2078",5,4,5,1,4,3,5,5,2,3,5,5,4,1,5,3,1,5,3,2,5,5,5,1,5,5,5,4,2,4,3,5,5,3,1,5,5,5,1,4,5,5,5,2,4,2,5,5,5,3,4,5,5,2,1,5,4,5,1,4
"2079",1,1,1,4,4,5,4,4,5,5,4,3,4,3,3,1,4,2,2,4,5,2,3,3,2,5,5,5,1,2,2,2,3,4,5,2,5,1,3,4,5,4,2,4,1,4,4,3,2,2,1,2,3,2,4,1,3,3,4,3
"2080",2,5,4,5,2,4,4,4,5,4,3,3,2,5,3,3,4,5,5,4,2,4,3,5,1,2,2,2,5,3,1,4,5,5,2,2,3,2,5,5,3,1,4,4,5,3,2,5,5,4,2,5,3,5,2,3,3,2,5,3
"2081",5,5,5,1,1,1,5,5,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,5,5,1,5,5,1,5,1,5,5,5,5,1,5,1,5,5,1,1,5,5,5,1,5
